,sample_idx,src_text,reference_fr,base_pred,ft_pred,bleu_base,bleu_ft
825,825,"Since the least count of the triple-beam balance is 0.1g, the uncertainty of any measurement made with this instrument (no matter how carefully the measurement is performed) is 0.05g, or 50% of the least count.","L'incertitude de n'importe quelle mesure faite avec cet instrument (la mesure est effectuée a 0.05g près), ou 50% de la plus petite graduation.","Étant donné que le nombre le moins élevé de balances à trois feux est de 0,1 g, l'incertitude de toute mesure effectuée avec cet instrument (qu'elle soit soigneusement effectuée) est de 0,05 g, soit 50 % du nombre le moins élevé.","Étant donné que le nombre le moins élevé de balances à trois faisceaux est de 0,1 g, l'incertitude de toute mesure effectuée avec cet instrument (qu'elle soit soigneusement effectuée) est de 0,05 g, soit 50 % du nombre le moins élevé.",7.312765319030125,7.312765319030125
826,826,It is imperative for a global anti-terrorism strategy to consider political and social aspects.,Une stratégie globale contre le terrorisme doit impérativement considérer les volets politiques et sociaux.,Il est impératif qu'une stratégie mondiale de lutte contre le terrorisme prenne en considération les aspects politiques et sociaux.,Il est impératif qu'une stratégie mondiale de lutte contre le terrorisme prenne en considération les aspects politiques et sociaux.,18.45895819969781,18.45895819969781
827,827,For information and/or to make an appointment please call (613) 937-2800.,"Pour en savoir plus ou pour prendre rendez-vous, veuillez appeler au 613-937-2800.","Pour obtenir de l'information ou prendre un rendez-vous, veuillez composer le (613) 937-2800.","Pour obtenir de l'information ou prendre rendez-vous, veuillez composer le (613) 937-2800.",20.522120509305022,29.11892337378931
828,828,"179/1999 (XII.10) on the Execution of Act No. LXXIV of 1999 on the Direction and Organization of Disaster Protection and the Protection against Major Accidents Involving Hazardous Materials (Hungary), sect.","Voir également le décret no 179/1999 (XII.10) portant exécution de la loi no LXXIV de 1999 (Hongrie), par. 18 (la procédure d'indemnisation pour dommage définie en droit des secours hongrois est régie par les dispositions du Code civil.","179/1999 (XII.10) concernant l'exécution de la loi no LXXIV de 1999 sur la direction et l'organisation de la protection contre les catastrophes et la protection contre les accidents majeurs impliquant des matières dangereuses (Hongrie), sect.","179/1999 (XII.10) concernant l'exécution de la loi no LXXIV de 1999 sur la direction et l'organisation de la protection contre les catastrophes et la protection contre les accidents majeurs impliquant des matières dangereuses (Hongrie), sect.",30.43316469308113,30.43316469308113
829,829,EXAMPLES OF LEADER+ GRANTS TO LOCAL AUTHORITIES,EXEMPLES DE SUBVENTIONS LEADER+ OCTROYÉES À DES COLLECTIVITÉS LOCALES,EXEMPLES D'OCTROI ET D'OCTROI AUX AUTORITÉS LOCALES,EXEMPLES DE PRESTATIONS DE LEADER+ AUX AUTORITÉS LOCALES,5.08764122072739,12.759307794697138
830,830,ADD SAFETY ADVICE S : 36,AJOUTER LE CONSEIL DE PRUDENCE S 36,AJOUTER LES CONSEILS DE SÉCURITÉ S : 36,AJOUTER LES CONSEILS DE SÉCURITÉ S : 36,7.809849842300637,7.809849842300637
831,831,I really cannot understand from his reply what he means.,Le sens de votre réponse ne me semble toujours pas clair.,Je ne comprends vraiment pas de sa réponse ce qu'il veut dire.,Je ne comprends vraiment pas de sa réponse ce qu'il veut dire.,4.6192151051305474,4.6192151051305474
832,832,Why do you listen to Kal?,Pourquoi écoutez-vous Kal ?,Pourquoi écoutes-tu Kal ?,Pourquoi écoutes-tu Kal ?,35.35533905932737,35.35533905932737
833,833,Get out of here!,Sortez d'ici !,Sors d'ici !,Sors d'ici !,0.0,0.0
834,834,"Mutation in genes coding for proteins involved in the regulation of the extracellular matrix, such as MMP2 and THBS2, has been demonstrated to contribute to lumbar disc herniation.","Certains facteurs génétiques ont pu être identifiés, comme des mutations de gènes codant pour des protéines de régulation de la matrice extracellulaire tels que MMP2 ou THBS2.","Il a été démontré que la mutation des gènes codant pour les protéines impliquées dans la régulation de la matrice extracellulaire, comme MMP2 et THBS2, contribue à l'hernie lombaire des disques.","Il a été démontré que la mutation des gènes codant pour les protéines impliquées dans la régulation de la matrice extracellulaire, comme le MMP2 et le THBS2, contribuait à l'hernie des disques lombaires.",17.10145668852757,16.108992769687404
835,835,Excuse me.,Pourriez...,Excusez-moi.,Excusez-moi.,0.0,0.0
836,836,"Yoknow,I I didn't want to be presumptuous.","Vous savez, je ne veux pas être présomptueux.",Je ne voulais pas être présomptueuse.,Je ne voulais pas être présomptueuse.,10.175282441454787,10.175282441454787
837,837,School teacher!,Un instituteur à l'école!,Professeur d'école !,Professeur d'école !,0.0,0.0
838,838,The world must come together and agree to launch negotiations on a post-2012 agreement next week in Indonesia.,Tous les pays doivent se réunir en Indonésie et s'entendre sur le lancement des négociations pour l'après-2012.,Le monde doit se réunir et convenir d'entamer des négociations sur un accord post-2012 la semaine prochaine en Indonésie.,Le monde doit s'unir et convenir d'entamer des négociations sur un accord post-2012 la semaine prochaine en Indonésie.,7.339934569877101,6.585833693600902
839,839,Reservoir Site The reservoir site is owned by the DNC and is located in an area designated as a Municipal Forest Reserve.,Site du réservoir Le site du réservoir est la propriété du DNC; il se trouve dans une zone désignée réserve forestière municipale.,Site du réservoir Le site du réservoir appartient à la DNC et est situé dans une zone désignée réserve forestière municipale.,Site du réservoir Le site du réservoir appartient à la DNC et se trouve dans une zone désignée réserve forestière municipale.,55.03323637808925,63.38077054689592
840,840,"Formulates policies and programmes to improve working conditions and employment opportunities, and sets labour standards used by countries around the world.","Elle formule les politiques et les programmes visant à améliorer les conditions de travail et les possibilités d'emploi, et établit des normes de travail utilisées par les pays du monde entier.","Formuler des politiques et des programmes visant à améliorer les conditions de travail et les possibilités d'emploi, et fixer les normes du travail utilisées par les pays du monde entier.","Formuler des politiques et des programmes visant à améliorer les conditions de travail et les possibilités d'emploi, et fixer les normes du travail utilisées par les pays du monde entier.",67.16087951528259,67.16087951528259
841,841,"If there's bad news, I don't want you to tell me.","Les mauvaises nouvelles, ne m'en parlez pas","S'il y a de mauvaises nouvelles, je ne veux pas que tu me le dises.","S'il y a de mauvaises nouvelles, je ne veux pas que tu me le dises.",9.672649511413097,9.672649511413097
842,842,Is there some problem with him?,Il y a un problème ?,Il y a un problème avec lui ?,Il y a un problème avec lui ?,54.10822690539397,54.10822690539397
843,843,"My little fairy, help !","Ma petite fée, au secours !","Ma petite fée, à l'aide !","Ma petite fée, à l'aide !",43.47208719449914,43.47208719449914
844,844,The case has taken a turn in a different direction.,L'affaire a pris un tournant différent maintenant.,L'affaire a pris un tournant dans une direction différente.,L'affaire a pris un tournant dans une direction différente.,41.11336169005198,41.11336169005198
845,845,What a barbarian!,Quel barbare !,Quel barbare !,Quel barbare !,0.0,0.0
846,846,Some reservation about the effectiveness of Community aid is therefore called for.,Il convient donc d'émettre quelques réserves sur l'efficacité du soutien communautaire.,Il est donc nécessaire de formuler des réserves quant à l'efficacité de l'aide communautaire.,Il est donc nécessaire de formuler des réserves quant à l'efficacité de l'aide communautaire.,6.917184228205472,6.917184228205472
847,847,"The Evolution code owes a great debt to the GNOME-pim and GNOME-Calendar applications, and to KHTMLW. The developers of Evolution acknowledge the efforts and contributions of all who worked on those projects.","Le code d'Evolution est grandement redevable des applications GNOME-pim et GNOME-Calendar, ainsi qu'à KHTMLW. Les développeurs d'Evolution reconnaissent les efforts et les contributions de tous ceux qui ont travaillé sur ces projets.","Le code Evolution doit une grande dette aux applications GNOME-pim et GNOME-Calendar, et à KHTMLW. Les développeurs d'Evolution reconnaissent les efforts et les contributions de tous ceux qui ont travaillé sur ces projets.","Le code Evolution doit une grande dette aux applications GNOME-pim et GNOME-Calendar, et à KHTMLW. Les développeurs d'Evolution reconnaissent les efforts et les contributions de tous ceux qui ont travaillé sur ces projets.",68.31983811524563,68.31983811524563
848,848,"It is also important to note that some species are more stable than others in conditions where the ambient moisture may be changeable. Most commercially available American hardwood species machine and finish to a high standard and can be sourced in a range of specifications to suit most interior joinery applications. There is also a spread of colours from the light clean look of the maples and ash, the red hues of cherry, red alder and red birch, the distinctive grain of red and white oak, through to the dark rich brown of black walnut.","Avant de sélectionner une essence, il est important de vérifier que les propriétés de collage, de finition et d'usinage conviennent à l’application envisagée. Il est également important de noter que certaines essences sont plus stables que d'autres dans des environnements où l'humidité ambiante peut changer. La plupart des essences disponibles de bois feuillus américains peuvent être usinées et finies avec des standards élevés, et peuvent être fournies dans toutes sortes de spécifications pour la plupart des applications de menuiserie d'intérieur. Il y a également une large palette de couleurs allant de l'aspect très clair du hard maple et du ash, en passant par les teintes rouges de l'American cherry , de l’American alder et du red elm, du fil distinctif du white and red oak, jusqu'au marron riche et profond de l'American black walnut.","Il est également important de noter que certaines espèces sont plus stables que d'autres dans des conditions où l'humidité ambiante peut être changeante. La plupart des essences de feuillus américaines disponibles sur le marché machine et finition à un niveau élevé et peut être obtenu dans une gamme de spécifications pour convenir à la plupart des applications de menuiserie intérieure. Il ya également une propagation des couleurs de l'aspect clair et propre des érables et des cendres, les teintes rouges de cerise, aulne rouge et bouleau rouge, le grain distinctif de chêne rouge et blanc, à travers le brun foncé riche de noix noires.","Il est également important de noter que certaines espèces sont plus stables que d'autres dans des conditions où l'humidité ambiante peut être changeante. La plupart des essences de feuillus américaines disponibles sur le marché machine et la finition à un niveau élevé et peut être obtenu dans une gamme de spécifications pour convenir à la plupart des applications de menuiserie intérieure. Il ya également une propagation des couleurs de l'aspect clair et propre des érables et des cendres, les teintes rouges de cerise, aulne rouge et bouleau rouge, le grain distinctif de chêne rouge et blanc, jusqu'au brun foncé riche de noix noires.",20.59960508534503,20.773186291007796
849,849,"In the Declaration of London, the countries “noted with satisfaction the commitment on the part of the Government of Colombia to implement the recommendations of the United Nations High Commissioner for Human Rights and urged the Government of Colombia to implement these recommendations promptly as well as to adopt effective measures against impunity and complicity, especially with the paramilitary groups”.","In the Declaration of London, the countries “noted with satisfaction the commitment on the part of the Government of Colombia to implement the recommendations of the United Nations High Commissioner for Human Rights and urged the Government of Colombia to implement these recommendations promptly as well as to adopt effective measures against impunity and complicity, especially with the paramilitary groups”.","Dans la Déclaration de Londres, les pays ont noté avec satisfaction l ' engagement pris par le Gouvernement colombien d ' appliquer les recommandations du Haut Commissaire des Nations Unies aux droits de l ' homme et ont engagé le Gouvernement colombien à mettre rapidement en œuvre ces recommandations ainsi qu ' à adopter des mesures efficaces contre l ' impunité et la complicité, en particulier avec les groupes paramilitaires.","Dans la Déclaration de Londres, les pays ont noté avec satisfaction l'engagement pris par le Gouvernement colombien d'appliquer les recommandations de la Haut-Commissaire des Nations Unies aux droits de l'homme et ont demandé instamment au Gouvernement colombien d'appliquer rapidement ces recommandations ainsi que d'adopter des mesures efficaces contre l'impunité et la complicité, en particulier avec les groupes paramilitaires.",0.7395108857228917,0.860038853556451
850,850,"However, if a table is not required then do not include it in your report and adjust the numbering sequence provided below.","Cependant, si un tableau n'est pas requis, alors ne l'incluez pas dans votre rapport et ajuster la numérotation fournie ci-dessous.","Toutefois, si un tableau n'est pas nécessaire, ne l'incluez pas dans votre rapport et ajustez la séquence de numérotation indiquée ci-dessous.","Toutefois, si un tableau n'est pas requis, ne l'incluez pas dans votre rapport et ajustez la séquence de numérotation indiquée ci-dessous.",48.0621629821948,56.68706143897171
851,851,That's my dad.,Mon père est comme ça.,C'est mon père.,C'est mon père.,11.521590992286539,11.521590992286539
852,852,That cop had a name.,Ce flic avait un nom.,Ce flic avait un nom.,Ce flic avait un nom.,100.00000000000004,100.00000000000004
853,853,'Cause everything you do is gonna come off as sarcasm.,Car tout ce que tu feras sera vu comme du sarcasme.,Parce que tout ce que tu fais va se passer comme du sarcasme.,Parce que tout ce que tu fais va se passer comme du sarcasme.,35.55670235668696,35.55670235668696
854,854,"The term “national stakeholders” includes government, civil society (including non-governmental organizations, community-based organizations, faith-based organizations, people living with HIV, and communities particularly affected by AIDS such as young persons, women, men having sex with men, sex workers, and intravenous drug users), the private sector, academic institutions and others.","L'expression « parties prenantes nationales » recouvre, notamment, les gouvernements, la société civile (y compris les organisations non gouvernementales, les organisations communautaires, les organisations confessionnelles, les personnes vivant avec le VIH et les collectivités particulièrement touchées par le sida, telles que les jeunes, les femmes, les hommes ayant des rapport homosexuels, les travailleurs du sexe et les consommateurs de drogues par voie intraveineuse), le secteur privé et les institutions universitaires.","L'expression « parties prenantes nationales » englobe le gouvernement, la société civile (y compris les organisations non gouvernementales, les organisations communautaires, les organisations confessionnelles, les personnes vivant avec le VIH et les communautés particulièrement touchées par le sida telles que les jeunes, les femmes, les hommes ayant des relations sexuelles avec des hommes, les travailleurs du sexe et les toxicomanes par voie intraveineuse), le secteur privé, les établissements universitaires et autres.","L'expression « parties prenantes nationales » englobe le gouvernement, la société civile (y compris les organisations non gouvernementales, les organisations communautaires, les organisations confessionnelles, les personnes vivant avec le VIH et les communautés particulièrement touchées par le sida telles que les jeunes, les femmes, les hommes ayant des relations sexuelles avec des hommes, les travailleurs du sexe et les toxicomanes par voie intraveineuse), le secteur privé, les établissements universitaires et d'autres.",70.17890601684951,70.17890601684951
855,855,The art of giving that has evolved in Japan includes a subtle sensitivity that can be seen as characteristic of the culture.,L’art du cadeau développé par les Japonais est indissociable d’une sensibilité subtile qui fait sans doute partie intégrante de leur culture.,L'art de donner qui a évolué au Japon comprend une sensibilité subtile qui peut être considérée comme caractéristique de la culture.,L'art de donner qui a évolué au Japon comprend une sensibilité subtile qui peut être perçue comme caractéristique de la culture.,8.461633959345022,8.461633959345022
856,856,I'm sorry.,Je suis désolé.,Je suis désolé.,Je suis désolé.,100.00000000000004,100.00000000000004
857,857,"Over the years, the Commission has authorized a wide variety of non-Canadian news services in English and French. Canadian news services have generally not opposed the entry of these non-Canadian services, and there is no evidence that their presence in the system has had a negative impact on the Canadian services.","Le Conseil a autorisé au fil des années un large éventail de nouveaux services non canadiens de nouvelles en anglais et en français. Les services de nouvelles canadiens ne se sont généralement pas opposés à cette approche, et aucune preuve n'indique que la présence de ces services non canadiens au sein du système a nui aux services canadiens.","Au fil des ans, le Conseil a autorisé une grande variété de services de nouvelles non canadiens en français et en anglais. Les services de nouvelles canadiens ne se sont généralement pas opposés à l'entrée de ces services non canadiens, et rien ne prouve que leur présence dans le système ait eu une incidence négative sur les services canadiens.","Au fil des ans, le Conseil a autorisé une grande variété de services de nouvelles non canadiens en français et en anglais. Les services de nouvelles canadiens ne se sont généralement pas opposés à l'entrée de ces services non canadiens, et rien ne prouve que leur présence dans le système ait eu une incidence négative sur les services canadiens.",35.12976460629428,35.12976460629428
858,858,"116TH INDEPENDENT FIELD BATTERY, RCA GD STN MAIN KENORA ON P9N 3W9","116E BATTERIE AUTONOME DE CAMPAGNE, ARC PR SUCC MAIN KENORA ON P9N 3W9","116ème BATTERIE DU DOMAINE INDÉPENDANT, RCA GD STN PRINCIPAL KENORA ON P9N 3W9","116e ZONE INDÉPENDANTE BATTERY, RCA GD STN PRINCIPAL KENORA ON P9N 3W9",19.67497981115564,18.934058951353837
859,859,Cooking Vinyl (1),Clairaudience (1),Cuisson Vinyle (1),Cuisson Vinyle (1),39.76353643835252,39.76353643835252
860,860,"Good times ended in 1655, during the catastrophic Swedish invasion of Poland.",La ville est détruite par les Suédois en 1655.,"Les bons temps ont pris fin en 1655, lors de l'invasion catastrophique de la Pologne par la Suède.","Les bons moments ont pris fin en 1655, lors de l'invasion catastrophique de la Pologne par la Suède.",4.553719184146073,4.553719184146073
861,861,Within the limit of this tariff quota the Kingdom of Spain shall apply customs duties calculated in accordance with Regulation (EEC) No 2573/87.,"Dans la limite de ce contingent tarifaire, le royaume d'Espagne applique des droits de douane calculés conformé­ment au règlement (CEE) n° 2573/87.","Dans la limite de ce contingent tarifaire, le royaume d'Espagne applique les droits de douane calculés conformément au règlement (CEE) no 2573/87.","Dans la limite de ce contingent tarifaire, le royaume d'Espagne applique les droits de douane calculés conformément au règlement (CEE) no 2573/87.",69.707435607959,69.707435607959
862,862,What's really wrong with you?,Qu'est-ce qui ne va pas ?,Qu'est-ce qui ne va pas chez toi ?,Qu'est-ce qui ne va pas chez toi ?,54.10822690539397,54.10822690539397
863,863,Sorsogon City,Sorsogon (ville)philippines. kgm,Sorsogon City,Sorsogon City,0.0,0.0
864,864,He's scaring me.,Il me fait peur.,Il me fait peur.,Il me fait peur.,100.00000000000004,100.00000000000004
865,865,It was none other than Mr. and Mrs. Holdout.,Il s'agit simplement de M. et Mme Holdout.,Ce n'était rien d'autre que M. et Mme Holdout.,Ce n'était rien d'autre que M. et Mme Holdout.,46.17366309441026,46.17366309441026
866,866,"Say, listen!",Dites donc!,Écoute !,"Dis, écoute !",0.0,15.97357760615681
867,867,"Therefore, the card shufflers should be classified under tariff item No. 9504.40.00 as ""accessories"" to ""[a]rticles for funfair, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling alley equipment."" - playing cards.","Les batteurs de cartes doivent donc être classés dans le numéro tarifaire 9504.40.00 à titre d'« accessoires » d'« [a]rticles pour jeux de société, y compris les jeux à moteur ou à mouvement, les billards, les tables spéciales pour jeux de casino et les jeux de quille automatiques (bowlings, par exemple) » - de cartes à jouer.","Par conséquent, les shufflers de cartes devraient être classés dans le numéro tarifaire 9504.40.00 à titre d'« accessoires » [traduction] « d'articles pour les jeux d'amusement, de table ou de salon, y compris les ping-pongs, les billards, les tables spéciales pour les jeux de casino et l'équipement de bowling automatique ».","Par conséquent, les shufflers de cartes devraient être classés dans le numéro tarifaire 9504.40.00 à titre d'« accessoires » pour [traduction] « [a]rtils for funfair, table or parlour games, y compris pintables, billards, tables spéciales pour les jeux de casino et l'équipement automatique de bowling de l'allée ». - les cartes à jouer.",37.73679161427747,33.4429864566842
868,868,I was taken off the joint account until I learn the value of money.,J'ai été exclu du compte commun jusqu'à ce que je comprenne la valeur de l'argent.,J'ai été retiré du compte commun jusqu'à ce que j'apprenne la valeur de l'argent.,J'ai été retiré du compte commun jusqu'à ce que j'apprenne la valeur de l'argent.,57.11023016171072,57.11023016171072
869,869,"I was 13 years old, and on spring break from college.","J'avais 13 ans, et c'était les vacances de printemps à la fac.","J'avais 13 ans, et pendant les vacances de printemps de l'université.","J'avais 13 ans, et pendant les vacances de printemps de l'université.",46.05329793777293,46.05329793777293
870,870,"Íåò, Þëàé, òû îøèáàåøüñÿ.","Íåò, çíàë.","Íåò, Łëàé, òû îøèáàåøüñÿ.","Íåò, ëàé, òû îøèáàåøüñÿ.",14.535768424205482,14.535768424205482
871,871,"We want you in that court room tomorrow, too.",On a besoin de vous aussi dans ce procès.,On te veut dans cette salle demain aussi.,On te veut dans cette salle demain aussi.,6.033504141761816,6.033504141761816
872,872,Exploration had earned Shackleton fame and a knighthood but he had still not realized his dream.,Explorer avait valu à Shackleton la gloire et le titre de chevalier... mais son rêve demeurait inassouvi.,"L'exploration avait gagné la renommée de Shackleton et une carrière de chevalier, mais il n'avait toujours pas réalisé son rêve.","L'exploration avait valu à Shackleton une renommée et un caractère chevalier, mais il n'avait toujours pas réalisé son rêve.",6.1429730373528315,15.362208233245513
873,873,The whole leg consists of the thigh and drumstick.,La cuisse entière est constituée par le haut de cuisse et le pilon.,La jambe entière est constituée de la cuisse et du pilon.,La jambe entière est constituée de la cuisse et du pilon.,16.700581857234308,16.700581857234308
874,874,"With their internal business processes automated, supported by appropriate search tools and IP databases, these offices are better positioned to take advantage of value-added services like e-services and e-communication.","Grâce à l'automatisation de leurs procédures internes et à l'utilisation de moteurs de recherche et de bases de données de propriété intellectuelle, ces offices sont mieux à même de tirer parti des communications électroniques et autres services à valeur ajoutée.","Grâce à leurs processus opérationnels internes automatisés, appuyés par des outils de recherche appropriés et des bases de données IP, ces bureaux sont mieux placés pour tirer parti des services à valeur ajoutée tels que les services électroniques et les communications électroniques.","Grâce à leurs processus opérationnels internes automatisés, appuyés par des outils de recherche appropriés et des bases de données IP, ces offices sont mieux placés pour tirer parti des services à valeur ajoutée tels que les services électroniques et les communications électroniques.",13.808296503652233,21.87636905777323
875,875,"""I got too many.""","""J'en ai trop.""","""J'en ai trop.""","""J'en ai trop.""",100.00000000000004,100.00000000000004
876,876,"The meeting opened at 9.00 on Wednesday, 6 October 2004, with Phillip Whitehead, chairman, in the chair.","La séance est ouverte le mercredi 6 octobre 2004 à 9 heures, sous la présidence de Phillip Whitehead, président.","La séance est ouverte à 9 heures, le mercredi 6 octobre 2004, sous la présidence de Phillip Whitehead, président.","La séance est ouverte à 9 heures, le mercredi 6 octobre 2004, sous la présidence de Phillip Whitehead, président.",75.4770825243866,75.4770825243866
877,877,10/10/2016,09/10/2016,10/10/2016,10/10/2016,66.87403049764218,66.87403049764218
878,878,"She's a 15-year-old girl, Chloe.","Elle a 15 ans, Chloé.","C'est une fille de 15 ans, Chloé.","C'est une fille de 15 ans, Chloé.",44.63236137853326,44.63236137853326
879,879,My irrefutable proof. Frederic Larsan has fled.,"- Ma preuve, c'est sa fuite!",Frederic Larsan s'est enfui.,Frederic Larsan s'est enfui.,0.0,0.0
880,880,He rejected the contention that Ms Fitzsimons had shown bias in favour of Ms Pancoe.,Il a rejeté la prétention selon laquelle Mme Fitzsimons avait fait montre de partialité envers Mme Pancoe.,Il rejette l'argument selon lequel Mme Fitzsimons a fait preuve de partialité en faveur de Mme Pancoe.,Il rejette l'argument selon lequel Mme Fitzsimons a fait preuve de partialité en faveur de Mme Pancoe.,13.155958751758783,13.155958751758783
881,881,"OK, we've learned that last week you increased the sum your hotel was insured for to £1,250,000. That's a sudden increase of £500,000.","La semaine dernière, vous avez passé votre police d'assurance à 1,250 millions de livres, soit une augmentation de 500 000 livres.","Ok, nous avons appris que la semaine dernière vous avez augmenté la somme de votre hôtel a été assuré pour £1 250 000. C'est une augmentation soudaine de £500 000.","Ok, nous avons appris que la semaine dernière vous avez augmenté la somme de votre hôtel a été assuré pour £1 250 000, c'est une augmentation soudaine de £500 000.",4.626647494578085,4.7201623703193425
882,882,We're here.,On y est.,Nous sommes là.,On est là.,15.97357760615681,21.02241038134286
883,883,It is therefore the responsibility of editorial boards andthe directors of organizations like the NBER to make open accessobligatory.,Il est donc de la responsabilité des comités de rédactionet des directeurs d’organismes comme le NBER de rendre obligatoirel'accès libre.,Il incombe donc aux comités de rédaction et aux directeurs d'organisations comme le NBER de rendre obligatoire l'accès libre.,Il incombe donc aux comités de rédaction et aux directeurs dorganisations comme le NBER de rendre obligatoire laccès libre.,23.484426383577816,23.484426383577816
884,884,"The total planned expenditures for the year ending March 31, 2012 was $216 thousand.",Les dépenses prévues pour l'exercice terminé le 31 mars 2012 s'élevaient à 216 milliers de dollars.,Le total des dépenses prévues pour l'exercice se terminant le 31 mars 2012 s'élevait à 216 000 $.,Le total des dépenses prévues pour l'exercice se terminant le 31 mars 2012 s'élevait à 216mil$.,28.52636439147137,28.43329181530769
885,885,"(Underline added for emphasis) [25] Before I proceed with my review, my role as an appeal board is not to substitute my opinion for that of the selection board.","(C'est moi qui souligne) [25] Avant de procéder à mon analyse, je dois préciser que le comité d'appel n'a pas pour rôle de substituer son opinion à celle du jury de sélection.","(Soulignement ajouté pour souligner) [25] Avant de procéder à mon examen, mon rôle en tant que comité d'appel ne consiste pas à substituer mon opinion à celle du jury de sélection.","(Soulignement ajouté pour souligner) [25] Avant de procéder à mon examen, mon rôle en tant que comité d'appel n'est pas de substituer mon opinion à celle du jury de sélection.",42.84072943048048,43.91054819483026
886,886,The complaint that the Commission does not have competence in that regard is therefore redundant.,Le grief selon lequel la Commission n’a pas de compétence à cet effet est dès lors sans objet.,La plainte selon laquelle la Commission n'a pas compétence à cet égard est donc redondante.,La plainte selon laquelle la Commission n'est pas compétente à cet égard est donc superflue.,10.992148055152452,6.819564261396376
887,887,"It's to be the biggest rock star on the planet, obviously. But that could take another three to five years.","Être la plus grande rock star, mais ça pourrait prendre cinq ans.","C'est la plus grande rock star de la planète, évidemment, mais ça pourrait prendre encore trois à cinq ans.","C'est pour être la plus grande rock star de la planète, évidemment, mais ça pourrait prendre encore trois à cinq ans.",37.946257796638555,34.564484377307885
888,888,"(14) It should be possible to keep in SIS II alerts on persons wanted for arrest and surrender or extradition as well as persons wanted in order to ensure protection or prevent threats and persons wanted for judicial procedure for a maximum of 10 years, given the importance of these alerts for maintaining public security in the Schengen area.","Il faudrait prévoir la possibilité de conserver dans le SIS II, pendant une durée maximale de dix ans, les signalements de personnes recherchées au fins d'arrestation et de remise ou aux fins d'extradition, de personnes recherchées dans l'intérêt de leur propre protection ou pour la prévention de menaces, ainsi que de personnes recherchées dans le cadre de procédures judiciaires, étant donné l'importance de ces signalements pour le maintien de la sécurité publique à l'intérieur de l'espace Schengen.","(14) Il devrait être possible de maintenir dans le SIS II des alertes sur les personnes recherchées pour arrestation, remise ou extradition, ainsi que sur les personnes recherchées pour assurer la protection ou prévenir les menaces et les personnes recherchées pour une procédure judiciaire d'une durée maximale de dix ans, étant donné l'importance de ces alertes pour le maintien de la sécurité publique dans l'espace Schengen.","(14) Il devrait être possible de maintenir dans le SIS II des alertes sur les personnes recherchées pour arrestation, remise ou extradition, ainsi que sur les personnes recherchées pour assurer la protection ou prévenir les menaces et les personnes recherchées pour une procédure judiciaire d'une durée maximale de dix ans, étant donné l'importance de ces alertes pour le maintien de la sécurité publique dans l'espace Schengen.",27.263096387096194,27.263096387096194
889,889,So what do we do then?,Que devrions-nous faire ?,Alors qu'est-ce qu'on fait ?,Alors qu'est-ce qu'on fait ?,10.682175159905848,10.682175159905848
890,890,"Wait, how 'bout this one: ""box of assorted creams"".","Attendez, qu'est-ce que vous pensez de celui là : "" la boite d'assortiment de crèmes"".","Attends, pourquoi pas celui-là : ""boîte de crèmes assorties"".","Attends, pourquoi pas celui-là : ""boîte de crèmes assorties"".",7.570362344252019,7.570362344252019
891,891,Tantalum believes that cesium formate is not manufactured at any other site in the world.,Tantalum a dit croire qu'il ne se fait pas de formiate de césium ailleurs dans le monde.,Tantalum croit que le formamate de césium n'est fabriqué à aucun autre site dans le monde.,Tantalum croit que le formamate de césium n'est fabriqué dans aucun autre site du monde.,16.684116849673646,7.021049655019536
892,892,He's one of the directors of the bank. Yeah? Let's go and stand there.,- Un des administrateurs de la banque.,C'est l'un des directeurs de la banque.,C'est l'un des directeurs de la banque.,36.55552228545123,36.55552228545123
893,893,Nyeh.,Mouais.,C'est Nyeh.,Nyeh.,0.0,0.0
894,894,"- I said, no speaky English.","- J'ai dit : ""pas parler anglais"".","- J'ai dit, pas d'anglais parlé.","- J'ai dit, pas d'anglais parlé.",18.190371142855746,18.190371142855746
895,895,The PPSC is now working with its IMET partners to implement recommendations from Mr. Le Pan’s report.,Le SPPC travaille actuellement avec ses partenaires des EIPMF afin de mettre en œuvre les recommandations tirées du rapport de M. Le Pan.,Le SPPC collabore maintenant avec ses partenaires des EIPMF pour mettre en oeuvre les recommandations du rapport de M. Le Pan.,Le SPPC collabore maintenant avec ses partenaires des EIPMF pour mettre en oeuvre les recommandations du rapport de M. Le Pan.,48.578137202922065,48.578137202922065
896,896,"See also ""EPIDOS 2002 to look at patent developments"", page24","Voir aussi «EPIDOS 2002 les nouveautés en matière propriété intellectuelle», présente de page 24","Voir aussi ""EPIDOS 2002 pour voir l'évolution des brevets"", page 24","Voir aussi ""EPIDOS 2002 to look to patent developments"", page 24",8.276380533331384,8.276380533331384
897,897,He--He kidnapped me.,Il... Il m'a kidnappé.,Il m'a kidnappé.,Il m'a kidnappé.,36.78794411714425,36.78794411714425
